iter	Logloss
667	0.3917180136
668	0.3917104002
669	0.391702025
670	0.3916953611
671	0.3916825397
672	0.3916644415
673	0.3916561467
674	0.3916449196
675	0.3916345726
676	0.3916216574
677	0.391609169
678	0.3915995538
679	0.3915855642
680	0.391576533
681	0.3915695852
682	0.391558968
683	0.3915504962
684	0.3915449168
685	0.3915303682
686	0.3915088598
687	0.3915052982
688	0.3914990034
689	0.3914743341
690	0.3914508742
691	0.3914363662
692	0.3914207218
693	0.3914069913
694	0.3913995138
695	0.3913854881
696	0.3913783466
697	0.3913691585
698	0.3913603724
699	0.3913498239
700	0.3913391255
701	0.3913310133
702	0.3913139828
703	0.391308035
704	0.3913022323
705	0.3912867862
706	0.3912699655
707	0.3912598779
708	0.3912501482
709	0.3912285332
710	0.3912159011
711	0.3911891362
712	0.3911794901
713	0.3911747414
714	0.3911643066
715	0.3911504098
716	0.3911379679
717	0.3911293377
718	0.3911139246
719	0.391098153
720	0.3910839081
721	0.3910710036
722	0.3910611806
723	0.3910513683
724	0.3910438747
725	0.3910395232
726	0.391022527
727	0.3910082785
728	0.390980095
729	0.3909717193
730	0.3909564784
731	0.3909443922
732	0.3909406026
733	0.3909185571
734	0.3909102605
735	0.3908991614
736	0.3908869392
737	0.3908650516
738	0.3908560611
739	0.3908288538
740	0.3908183045
741	0.390803145
742	0.3907912741
743	0.3907872865
744	0.390784768
745	0.3907772789
746	0.3907704522
747	0.3907621596
748	0.390749135
749	0.3907331418
750	0.3907178043
751	0.3907107076
752	0.3907024001
753	0.3906891139
754	0.3906770713
755	0.3906706198
756	0.3906543848
757	0.3906427885
758	0.3906281464
759	0.3906110071
760	0.3906004912
761	0.3905873628
762	0.3905772644
763	0.3905679445
764	0.3905537152
765	0.3905365772
766	0.390533226
767	0.3905228928
768	0.3905075677
769	0.3904948856
770	0.3904862388
771	0.3904694545
772	0.3904609834
773	0.3904547693
774	0.3904420694
775	0.3904367228
776	0.3904314831
777	0.3904211458
778	0.3904166635
779	0.3904038874
780	0.3903920787
781	0.3903884796
782	0.3903773916
783	0.3903693868
784	0.3903632876
785	0.3903552147
786	0.3903513217
787	0.3903429129
788	0.3903348636
789	0.3903275892
790	0.3903152493
791	0.3903016252
792	0.3902846096
793	0.3902695109
794	0.3902533306
795	0.3902436885
796	0.3902263144
797	0.3902181034
798	0.3902089615
799	0.3901945312
800	0.3901873719
801	0.3901757838
802	0.3901585959
803	0.3901453694
804	0.3901339483
805	0.3901129003
806	0.3901029692
807	0.3900948682
808	0.3900835153
809	0.3900775669
810	0.3900650992
811	0.3900499995
812	0.3900403134
813	0.3900235312
814	0.3900104942
815	0.3899900426
816	0.3899831883
817	0.3899619042
818	0.3899482492
819	0.3899400476
820	0.3899246168
821	0.3899099509
822	0.3899020549
823	0.389882346
824	0.3898719647
825	0.3898645797
826	0.3898533796
827	0.3898400084
828	0.3898323622
829	0.389817001
830	0.3898021776
831	0.3897900241
832	0.3897819763
833	0.3897744288
834	0.3897580716
835	0.3897452716
836	0.3897329095
837	0.3897242551
838	0.3897199016
839	0.3896980987
840	0.3896882294
841	0.3896715457
842	0.3896641107
843	0.3896494376
844	0.3896314735
845	0.389620561
846	0.3896119674
847	0.3895951842
848	0.3895723949
849	0.3895581163
850	0.3895453179
851	0.3895410112
852	0.3895361879
853	0.3895176118
854	0.3894987012
855	0.3894872384
856	0.3894789718
857	0.3894617409
858	0.3894506048
859	0.3894304654
860	0.3894215601
861	0.3894147477
862	0.3894099313
863	0.3893967998
864	0.3893833863
865	0.3893755366
866	0.3893720433
867	0.3893554643
868	0.3893509023
869	0.3893380034
870	0.3893251726
871	0.38930837
872	0.3892962381
873	0.389285926
874	0.3892740844
875	0.389260249
876	0.3892539436
877	0.3892428196
878	0.3892297957
879	0.3892246398
880	0.3892130798
881	0.3892033642
882	0.3891888606
883	0.389171856
884	0.3891520508
885	0.3891414836
886	0.3891245137
887	0.3891108284
888	0.3891030364
889	0.3890831518
890	0.3890732974
891	0.3890624977
892	0.3890511323
893	0.389044342
894	0.3890362427
895	0.3890181903
896	0.3889996305
897	0.3889845931
898	0.3889806774
899	0.3889759644
900	0.3889687061
901	0.388961891
902	0.3889519775
903	0.3889453382
904	0.3889389366
905	0.3889326392
906	0.3889221615
907	0.3889036895
908	0.3888837019
909	0.388875042
910	0.3888669229
911	0.3888592057
912	0.3888511073
913	0.3888372107
914	0.3888268118
915	0.3888109859
916	0.3888032407
917	0.3887900018
918	0.3887767589
919	0.3887703146
920	0.3887615757
921	0.3887410404
922	0.388717419
923	0.3887024125
924	0.3886896761
925	0.3886823606
926	0.3886762287
927	0.3886706419
928	0.3886582477
929	0.3886488347
930	0.3886353431
931	0.3886276131
932	0.3886221636
933	0.3885987044
934	0.3885944534
935	0.3885855799
936	0.3885817294
937	0.3885737364
938	0.388567234
939	0.3885599221
940	0.3885437568
941	0.3885342545
942	0.3885230018
943	0.3885106151
944	0.3884950114
945	0.3884887027
946	0.3884728761
947	0.3884662164
948	0.3884580324
949	0.3884541231
950	0.3884405897
951	0.3884174716
952	0.3884077054
953	0.3883959927
954	0.3883773051
955	0.3883679871
956	0.3883598267
957	0.3883563115
958	0.3883431083
959	0.3883298806
960	0.388318048
961	0.3883004572
962	0.3882980243
963	0.3882865498
964	0.3882780725
965	0.3882696189
966	0.3882574508
967	0.3882487671
968	0.3882377486
969	0.3882318596
970	0.3882193111
971	0.3882115116
972	0.38819117
973	0.3881864064
974	0.3881804714
975	0.3881690801
976	0.388157335
977	0.3881524436
978	0.3881391143
979	0.3881200995
980	0.388112021
981	0.3881038054
982	0.3880882132
983	0.3880818096
984	0.3880714427
985	0.3880622051
986	0.3880537235
987	0.3880415496
988	0.3880308385
989	0.3880258811
990	0.3880075075
991	0.3880024714
992	0.3879913466
993	0.3879833922
994	0.3879739218
995	0.3879651443
996	0.3879506586
997	0.3879380596
998	0.3879260638
999	0.3879171406
